CobbleID,DistanceBetweenLegs,Y,S
14,16.52,8.26,1.93
14,16.52,8.26,2.09
14,16.52,8.26,3.27
14,16.52,8.26,0.28
14,16.52,8.26,0.64
14,16.52,8.26,0.92
14,16.52,8.26,1.28
14,16.52,8.26,2.5
14,16.52,8.26,2.54
14,16.52,8.26,0.86
14,16.52,8.26,2.3
14,16.52,8.26,1.67
14,16.52,8.26,1.02
14,16.52,8.26,2.03
14,16.52,8.26,1.32
14,16.52,8.26,1.33
14,16.52,8.26,0.27
14,16.52,8.26,1.91
14,16.52,8.26,2.02
14,16.52,8.26,1.25
14,16.52,8.26,0.35
14,16.52,8.26,2.06
14,16.52,8.26,2.43
14,16.52,8.26,0.46
14,16.52,8.26,1.28
14,16.52,8.26,2.42
14,16.52,8.26,1.92
14,16.52,8.26,1.78
14,16.52,8.26,0.4
14,16.52,8.26,0.67
14,16.52,8.26,2.6
14,16.52,8.26,1.87
14,16.52,8.26,0.89
14,16.52,8.26,1.24
14,16.52,8.26,1.64
15,16.52,8.26,4.31
15,16.52,8.26,1.79
15,16.52,8.26,2.25
15,16.52,8.26,5.01
15,16.52,8.26,2.58
15,16.52,8.26,1.1
15,16.52,8.26,0.96
15,16.52,8.26,2.73
15,16.52,8.26,2.6
15,16.52,8.26,2.78
15,16.52,8.26,0.83
15,16.52,8.26,0.51
15,16.52,8.26,1
15,16.52,8.26,2.51
15,16.52,8.26,1.96
15,16.52,8.26,0.67
15,16.52,8.26,0.8
15,16.52,8.26,2.89
15,16.52,8.26,2.87
15,16.52,8.26,2.59
15,16.52,8.26,0.17
15,16.52,8.26,0.79
15,16.52,8.26,1.78
15,16.52,8.26,2.53
15,16.52,8.26,1.67
15,16.52,8.26,0.18
15,16.52,8.26,2.67
15,16.52,8.26,3.02
15,16.52,8.26,0.54
15,16.52,8.26,3.2
15,16.52,8.26,2.18
15,16.52,8.26,0.58
15,16.52,8.26,0.5
15,16.52,8.26,2.91
15,16.52,8.26,2.45
15,16.52,8.26,1.3
15,16.52,8.26,0.79
15,16.52,8.26,0.79
15,16.52,8.26,3.82
15,16.52,8.26,2.49
15,16.52,8.26,1.32
15,16.52,8.26,1.07
15,16.52,8.26,1
15,16.52,8.26,1.96
15,16.52,8.26,1.56
15,16.52,8.26,1.13
15,16.52,8.26,2.22
15,16.52,8.26,1.56
15,16.52,8.26,2.28
15,16.52,8.26,0.72
15,16.52,8.26,0.95
15,16.52,8.26,1.69
15,16.52,8.26,0.73
15,16.52,8.26,1.58
15,16.52,8.26,0.37
15,16.52,8.26,0.84
15,16.52,8.26,0.92
15,16.52,8.26,1.47
15,16.52,8.26,1.08
15,16.52,8.26,0.92
15,16.52,8.26,0.56
15,16.52,8.26,0.52
15,16.52,8.26,2.7
15,16.52,8.26,2.69
15,16.52,8.26,0.06
15,16.52,8.26,0.42
15,16.52,8.26,1.19
15,16.52,8.26,2.84
15,16.52,8.26,4.27
15,16.52,8.26,0.26
15,16.52,8.26,2.22
15,16.52,8.26,1.67
15,16.52,8.26,1.93
15,16.52,8.26,1.63
15,16.52,8.26,0.65
15,16.52,8.26,1.93
15,16.52,8.26,1.88
15,16.52,8.26,0.89
15,16.52,8.26,0.15
15,16.52,8.26,0.53
15,16.52,8.26,1.28
15,16.52,8.26,2.01
15,16.52,8.26,1.47
15,16.52,8.26,2.98
15,16.52,8.26,0.74
15,16.52,8.26,0.17
15,16.52,8.26,0.35
15,16.52,8.26,2.85
15,16.52,8.26,1.47
15,16.52,8.26,0.37
15,16.52,8.26,0.86
15,16.52,8.26,1.1
15,16.52,8.26,1.74
15,16.52,8.26,0.93
15,16.52,8.26,1.6
15,16.52,8.26,0.19
16,16.52,8.26,1.88
16,16.52,8.26,0.8
16,16.52,8.26,0.07
16,16.52,8.26,0.69
16,16.52,8.26,0.5
16,16.52,8.26,0.41
16,16.52,8.26,0.93
16,16.52,8.26,0.93
16,16.52,8.26,0.4
16,16.52,8.26,0.29
16,16.52,8.26,0.2
16,16.52,8.26,0.25
16,16.52,8.26,0.01
16,16.52,8.26,0.53
16,16.52,8.26,1.48
16,16.52,8.26,0.07
16,16.52,8.26,0.15
16,16.52,8.26,0.03
16,16.52,8.26,1.56
16,16.52,8.26,1.86
16,16.52,8.26,0.29
16,16.52,8.26,0.01
16,16.52,8.26,0.15
16,16.52,8.26,0.23
16,16.52,8.26,1.48
16,16.52,8.26,2.23
16,16.52,8.26,0.04
16,16.52,8.26,0.14
16,16.52,8.26,0.58
16,16.52,8.26,1.69
16,16.52,8.26,2.4
16,16.52,8.26,0.38
16,16.52,8.26,0.32
16,16.52,8.26,0.83
16,16.52,8.26,1.89
16,16.52,8.26,2.35
16,16.52,8.26,0.18
16,16.52,8.26,0.12
16,16.52,8.26,1.03
16,16.52,8.26,1.94
16,16.52,8.26,1.96
16,16.52,8.26,0.07
16,16.52,8.26,0.11
16,16.52,8.26,1.84
16,16.52,8.26,1.41
16,16.52,8.26,0.13
16,16.52,8.26,0.12
16,16.52,8.26,0.74
16,16.52,8.26,1.26
16,16.52,8.26,2.03
16,16.52,8.26,0.04
16,16.52,8.26,0.52
16,16.52,8.26,0.97
16,16.52,8.26,0.84
16,16.52,8.26,1.25
16,16.52,8.26,1.9
16,16.52,8.26,0.13
16,16.52,8.26,0.81
16,16.52,8.26,1
16,16.52,8.26,0.98
16,16.52,8.26,1.32
16,16.52,8.26,1.34
16,16.52,8.26,0.83
16,16.52,8.26,0.54
16,16.52,8.26,0.82
16,16.52,8.26,0.53
16,16.52,8.26,0.77
16,16.52,8.26,0.88
16,16.52,8.26,0.89
16,16.52,8.26,1
16,16.52,8.26,0.7
16,16.52,8.26,0.75
16,16.52,8.26,0.64
16,16.52,8.26,0.82
16,16.52,8.26,0.18
16,16.52,8.26,1.73
16,16.52,8.26,0.8
16,16.52,8.26,0.9
16,16.52,8.26,0.63
16,16.52,8.26,0.46
16,16.52,8.26,0.26
16,16.52,8.26,0.19
16,16.52,8.26,0.87
16,16.52,8.26,2.12
16,16.52,8.26,0.48
16,16.52,8.26,0.87
16,16.52,8.26,0.99
16,16.52,8.26,0.64
16,16.52,8.26,0.48
16,16.52,8.26,0.82
16,16.52,8.26,1.42
16,16.52,8.26,2.25
16,16.52,8.26,1.95
16,16.52,8.26,2.06
16,16.52,8.26,2.13
16,16.52,8.26,2.36
16,16.52,8.26,1.79
16,16.52,8.26,1.29
16,16.52,8.26,1.17
16,16.52,8.26,1.26
16,16.52,8.26,1.4
16,16.52,8.26,1.91
16,16.52,8.26,0.91
16,16.52,8.26,0.92
16,16.52,8.26,1.55
16,16.52,8.26,1.98
16,16.52,8.26,2.65
16,16.52,8.26,0.69
16,16.52,8.26,0.62
16,16.52,8.26,0.97
16,16.52,8.26,2.11
16,16.52,8.26,2.23
16,16.52,8.26,0.87
16,16.52,8.26,1.11
16,16.52,8.26,0.4
16,16.52,8.26,2.48
16,16.52,8.26,2.83
16,16.52,8.26,1.46
16,16.52,8.26,1.02
16,16.52,8.26,1.77
16,16.52,8.26,2.02
16,16.52,8.26,1.38
16,16.52,8.26,0.61
16,16.52,8.26,2.9
16,16.52,8.26,1.83
16,16.52,8.26,1.54
16,16.52,8.26,2.78
16,16.52,8.26,2.27
16,16.52,8.26,1.53
16,16.52,8.26,1.75
16,16.52,8.26,1.58
16,16.52,8.26,1.99
16,16.52,8.26,1.39
16,16.52,8.26,1.88
16,16.52,8.26,1.4
16,16.52,8.26,0.85
16,16.52,8.26,2
16,16.52,8.26,3.15
16,16.52,8.26,2.89
16,16.52,8.26,1.25
16,16.52,8.26,0.38
16,16.52,8.26,0.38
16,16.52,8.26,0.81
16,16.52,8.26,3.39
16,16.52,8.26,2.73
16,16.52,8.26,0.73
16,16.52,8.26,0.4
16,16.52,8.26,1.71
16,16.52,8.26,2.34
16,16.52,8.26,0.87
16,16.52,8.26,0.04
16,16.52,8.26,1.67
16,16.52,8.26,1.79
16,16.52,8.26,0.98
16,16.52,8.26,2.21
16,16.52,8.26,2.13
16,16.52,8.26,0.86
16,16.52,8.26,0.78
16,16.52,8.26,1.97
16,16.52,8.26,1.73
16,16.52,8.26,1.37
16,16.52,8.26,0.94
16,16.52,8.26,1.95
17,16.52,8.26,0.96
17,16.52,8.26,0.76
17,16.52,8.26,1.28
17,16.52,8.26,1.06
17,16.52,8.26,1.24
17,16.52,8.26,1
17,16.52,8.26,0.19
17,16.52,8.26,0.08
17,16.52,8.26,0.12
17,16.52,8.26,0.52
17,16.52,8.26,1.2
17,16.52,8.26,0.85
17,16.52,8.26,1.09
17,16.52,8.26,0.92
17,16.52,8.26,2.08
17,16.52,8.26,0.82
17,16.52,8.26,0.19
17,16.52,8.26,0.09
17,16.52,8.26,0.03
17,16.52,8.26,0.12
17,16.52,8.26,0.78
17,16.52,8.26,0.6
17,16.52,8.26,0.82
17,16.52,8.26,1.6
17,16.52,8.26,1.57
17,16.52,8.26,0.8
17,16.52,8.26,0.13
17,16.52,8.26,0.32
17,16.52,8.26,0.2
17,16.52,8.26,0.42
17,16.52,8.26,1.52
17,16.52,8.26,1.97
17,16.52,8.26,0.25
17,16.52,8.26,0.2
17,16.52,8.26,0.33
17,16.52,8.26,0.74
17,16.52,8.26,2.15
17,16.52,8.26,1.69
17,16.52,8.26,1.83
17,16.52,8.26,2.02
17,16.52,8.26,0.89
17,16.52,8.26,0.62
17,16.52,8.26,0.56
17,16.52,8.26,0.21
17,16.52,8.26,2.1
17,16.52,8.26,2.13
17,16.52,8.26,0.6
17,16.52,8.26,0.57
17,16.52,8.26,1.61
17,16.52,8.26,1.04
17,16.52,8.26,0.9
17,16.52,8.26,0.9
17,16.52,8.26,0.75
17,16.52,8.26,0.42
17,16.52,8.26,0.26
17,16.52,8.26,0.04
17,16.52,8.26,0.87
17,16.52,8.26,1.13
17,16.52,8.26,1.22
17,16.52,8.26,0.09
17,16.52,8.26,0.82
17,16.52,8.26,0.69
17,16.52,8.26,0.54
17,16.52,8.26,1.4
17,16.52,8.26,0.08
17,16.52,8.26,0.3
17,16.52,8.26,0.33
17,16.52,8.26,1.72
17,16.52,8.26,3.19
17,16.52,8.26,2.48
17,16.52,8.26,2.02
17,16.52,8.26,0.21
17,16.52,8.26,0.08
17,16.52,8.26,0.02
17,16.52,8.26,0.43
17,16.52,8.26,2.18
17,16.52,8.26,0.51
17,16.52,8.26,0.08
17,16.52,8.26,0.37
17,16.52,8.26,1.35
17,16.52,8.26,1.65
17,16.52,8.26,2.04
17,16.52,8.26,1.11
17,16.52,8.26,0.66
17,16.52,8.26,0.02
17,16.52,8.26,0.2
17,16.52,8.26,0.64
17,16.52,8.26,1.68
17,16.52,8.26,1.03
17,16.52,8.26,0.03
17,16.52,8.26,0.55
17,16.52,8.26,2.32
17,16.52,8.26,1.75
17,16.52,8.26,2.42
17,16.52,8.26,1.98
17,16.52,8.26,0.65
17,16.52,8.26,0.02
17,16.52,8.26,0.02
17,16.52,8.26,1.83
17,16.52,8.26,2.4
17,16.52,8.26,0.35
17,16.52,8.26,0.44
17,16.52,8.26,2.45
17,16.52,8.26,1.82
17,16.52,8.26,1.84
17,16.52,8.26,2.24
17,16.52,8.26,1.16
17,16.52,8.26,2.92
17,16.52,8.26,1.77
17,16.52,8.26,1.79
17,16.52,8.26,0.66
17,16.52,8.26,2.48
17,16.52,8.26,3.02
17,16.52,8.26,1.23
17,16.52,8.26,0.58
17,16.52,8.26,2.19
17,16.52,8.26,2.74
17,16.52,8.26,0.02
17,16.52,8.26,4.07
17,16.52,8.26,3.07
17,16.52,8.26,0.45
17,16.52,8.26,0.82
17,16.52,8.26,1.39
17,16.52,8.26,3.06
17,16.52,8.26,0.51
17,16.52,8.26,3.01
17,16.52,8.26,3.36
17,16.52,8.26,0.09
17,16.52,8.26,1.81
17,16.52,8.26,3.34
17,16.52,8.26,0.73
17,16.52,8.26,2.6
17,16.52,8.26,2.62
17,16.52,8.26,2.53
17,16.52,8.26,2.63
17,16.52,8.26,1.62
17,16.52,8.26,2.18
17,16.52,8.26,2.35
17,16.52,8.26,0.42
17,16.52,8.26,1.83
17,16.52,8.26,1.39
17,16.52,8.26,1.99
17,16.52,8.26,0.23
17,16.52,8.26,1.67
17,16.52,8.26,2.75
17,16.52,8.26,0.01
17,16.52,8.26,1.91
17,16.52,8.26,2.25
17,16.52,8.26,0.49
17,16.52,8.26,1.76
17,16.52,8.26,2.31
17,16.52,8.26,0.68
17,16.52,8.26,2.23
17,16.52,8.26,1.88
17,16.52,8.26,0.66
17,16.52,8.26,1.89
17,16.52,8.26,1.88
17,16.52,8.26,0.58
17,16.52,8.26,2.37
17,16.52,8.26,1.03
18,16.52,8.26,1.16
18,16.52,8.26,3.66
18,16.52,8.26,0.61
18,16.52,8.26,0.48
18,16.52,8.26,0.02
18,16.52,8.26,0.38
18,16.52,8.26,2.55
18,16.52,8.26,1.73
18,16.52,8.26,3.27
18,16.52,8.26,1.02
18,16.52,8.26,0.43
18,16.52,8.26,0.17
18,16.52,8.26,0.58
18,16.52,8.26,2.84
18,16.52,8.26,2.24
18,16.52,8.26,2.92
18,16.52,8.26,0.4
18,16.52,8.26,0.36
18,16.52,8.26,1.98
18,16.52,8.26,3.42
18,16.52,8.26,0.83
18,16.52,8.26,0.46
18,16.52,8.26,0.52
18,16.52,8.26,0.59
18,16.52,8.26,2.19
18,16.52,8.26,5.6
18,16.52,8.26,0.25
18,16.52,8.26,0.92
18,16.52,8.26,0.81
18,16.52,8.26,2.26
18,16.52,8.26,5.73
18,16.52,8.26,0.86
18,16.52,8.26,1.4
18,16.52,8.26,1.25
18,16.52,8.26,3.45
18,16.52,8.26,4.89
18,16.52,8.26,1.84
18,16.52,8.26,1.16
18,16.52,8.26,1.08
18,16.52,8.26,2.3
18,16.52,8.26,5.72
18,16.52,8.26,0.35
18,16.52,8.26,0.02
18,16.52,8.26,0.79
18,16.52,8.26,2.15
18,16.52,8.26,2.71
18,16.52,8.26,0.57
18,16.52,8.26,0.8
18,16.52,8.26,1.37
18,16.52,8.26,0.73
18,16.52,8.26,4.32
18,16.52,8.26,0.15
18,16.52,8.26,0.46
18,16.52,8.26,2.44
18,16.52,8.26,2.73
18,16.52,8.26,0.52
18,16.52,8.26,0.39
18,16.52,8.26,1.57
18,16.52,8.26,0.39
18,16.52,8.26,0.4
18,16.52,8.26,3.59
18,16.52,8.26,0.02
18,16.52,8.26,0.78
18,16.52,8.26,2.68
18,16.52,8.26,3.38
18,16.52,8.26,2.52
18,16.52,8.26,0.03
18,16.52,8.26,0.36
18,16.52,8.26,0.69
18,16.52,8.26,2.37
18,16.52,8.26,1.49
18,16.52,8.26,3.28
18,16.52,8.26,2.35
18,16.52,8.26,0.76
18,16.52,8.26,3.7
18,16.52,8.26,2.02
18,16.52,8.26,2.75
18,16.52,8.26,1.32
18,16.52,8.26,1.47
18,16.52,8.26,1.55
18,16.52,8.26,3.57
18,16.52,8.26,1.33
18,16.52,8.26,0.73
18,16.52,8.26,3.13
18,16.52,8.26,3.72
18,16.52,8.26,1.12
18,16.52,8.26,1.57
18,16.52,8.26,3.09
18,16.52,8.26,0.64
18,16.52,8.26,1.56
18,16.52,8.26,1.93
18,16.52,8.26,3.64
18,16.52,8.26,0.99
18,16.52,8.26,0.98
18,16.52,8.26,4.24
18,16.52,8.26,2.33
18,16.52,8.26,0.03
18,16.52,8.26,3.01
18,16.52,8.26,0.74
18,16.52,8.26,0.15
18,16.52,8.26,4.32
18,16.52,8.26,2.3
18,16.52,8.26,3.32
18,16.52,8.26,0.02
18,16.52,8.26,3.64
18,16.52,8.26,2.74
18,16.52,8.26,0.63
18,16.52,8.26,2.53
18,16.52,8.26,1
18,16.52,8.26,1.24
18,16.52,8.26,2.7
18,16.52,8.26,2.32
18,16.52,8.26,2.37
18,16.52,8.26,0.7
18,16.52,8.26,2.42
18,16.52,8.26,0.2
18,16.52,8.26,2.27
18,16.52,8.26,1.45
18,16.52,8.26,1.29
19,16.52,8.26,1.2
19,16.52,8.26,1.1
19,16.52,8.26,0.9
19,16.52,8.26,0.21
19,16.52,8.26,0.05
19,16.52,8.26,1.39
19,16.52,8.26,1.98
19,16.52,8.26,0.15
19,16.52,8.26,0.68
19,16.52,8.26,1.73
19,16.52,8.26,0.67
19,16.52,8.26,0.78
19,16.52,8.26,1.12
19,16.52,8.26,1.35
19,16.52,8.26,0.87
19,16.52,8.26,2.17
19,16.52,8.26,0.61
19,16.52,8.26,0.98
19,16.52,8.26,1.06
19,16.52,8.26,1.46
19,16.52,8.26,1.64
19,16.52,8.26,0.86
19,16.52,8.26,1.56
19,16.52,8.26,1.39
19,16.52,8.26,0.19
19,16.52,8.26,0.28
19,16.52,8.26,1.31
19,16.52,8.26,2.13
19,16.52,8.26,0.36
19,16.52,8.26,0.1
19,16.52,8.26,0.08
19,16.52,8.26,0.23
19,16.52,8.26,2.83
19,16.52,8.26,2.16
19,16.52,8.26,0.27
19,16.52,8.26,0.1
19,16.52,8.26,1.17
19,16.52,8.26,2.19
19,16.52,8.26,2.36
19,16.52,8.26,0.28
19,16.52,8.26,0.33
19,16.52,8.26,0.23
19,16.52,8.26,0.48
19,16.52,8.26,1.76
19,16.52,8.26,1.71
19,16.52,8.26,0.44
19,16.52,8.26,0.34
19,16.52,8.26,0.39
19,16.52,8.26,2.25
19,16.52,8.26,1.32
19,16.52,8.26,0.23
19,16.52,8.26,0.76
19,16.52,8.26,2.55
19,16.52,8.26,1.84
19,16.52,8.26,0.5
19,16.52,8.26,0.58
19,16.52,8.26,1.73
19,16.52,8.26,1.16
19,16.52,8.26,1.12
19,16.52,8.26,0.89
19,16.52,8.26,1.61
19,16.52,8.26,0.79
19,16.52,8.26,0.34
19,16.52,8.26,0.13
19,16.52,8.26,0.4
19,16.52,8.26,0.87
19,16.52,8.26,3.04
19,16.52,8.26,1.48
19,16.52,8.26,0.16
19,16.52,8.26,0.18
19,16.52,8.26,2.93
19,16.52,8.26,1.84
19,16.52,8.26,0.77
19,16.52,8.26,0.18
19,16.52,8.26,0.14
19,16.52,8.26,0.5
19,16.52,8.26,3.06
19,16.52,8.26,2.22
19,16.52,8.26,1.89
19,16.52,8.26,0.63
19,16.52,8.26,0.22
19,16.52,8.26,0.26
19,16.52,8.26,2.34
19,16.52,8.26,3.02
19,16.52,8.26,0.63
19,16.52,8.26,1.04
19,16.52,8.26,1.52
19,16.52,8.26,0.36
19,16.52,8.26,4.83
19,16.52,8.26,0.46
19,16.52,8.26,0.3
19,16.52,8.26,1.2
19,16.52,8.26,2.51
19,16.52,8.26,2.08
19,16.52,8.26,1.73
19,16.52,8.26,0.83
19,16.52,8.26,0.15
19,16.52,8.26,0.61
19,16.52,8.26,1.61
19,16.52,8.26,2.56
19,16.52,8.26,0.23
19,16.52,8.26,1.14
19,16.52,8.26,2.18
19,16.52,8.26,2.08
19,16.52,8.26,0.56
19,16.52,8.26,2.24
19,16.52,8.26,0.67
19,16.52,8.26,1.82
19,16.52,8.26,2.15
19,16.52,8.26,0.26
19,16.52,8.26,0.4
19,16.52,8.26,2.36
19,16.52,8.26,3.69
19,16.52,8.26,0.58
19,16.52,8.26,0.32
19,16.52,8.26,0.4
19,16.52,8.26,2.23
19,16.52,8.26,2.98
19,16.52,8.26,0.46
19,16.52,8.26,0.47
19,16.52,8.26,0.46
19,16.52,8.26,1.52
19,16.52,8.26,2.02
20,16.52,8.26,0.54
20,16.52,8.26,0.1
20,16.52,8.26,2.08
20,16.52,8.26,1.88
20,16.52,8.26,0.33
20,16.52,8.26,0.09
20,16.52,8.26,0.17
20,16.52,8.26,1
20,16.52,8.26,0.43
20,16.52,8.26,0.29
20,16.52,8.26,1.18
20,16.52,8.26,1.92
20,16.52,8.26,1.73
20,16.52,8.26,1.56
20,16.52,8.26,1.01
20,16.52,8.26,0.25
20,16.52,8.26,0.24
20,16.52,8.26,2.42
20,16.52,8.26,1.63
20,16.52,8.26,0.57
20,16.52,8.26,0.99
20,16.52,8.26,0.96
20,16.52,8.26,1.3
20,16.52,8.26,0.93
20,16.52,8.26,1.52
20,16.52,8.26,0.9
20,16.52,8.26,0.74
20,16.52,8.26,0.71
20,16.52,8.26,0.64
20,16.52,8.26,2.22
20,16.52,8.26,1.32
20,16.52,8.26,0.58
20,16.52,8.26,0.45
20,16.52,8.26,0.96
20,16.52,8.26,1.72
20,16.52,8.26,1.65
20,16.52,8.26,1.04
20,16.52,8.26,0.25
20,16.52,8.26,0.44
20,16.52,8.26,0.73
20,16.52,8.26,1.83
20,16.52,8.26,1.46
20,16.52,8.26,0.35
20,16.52,8.26,0.62
20,16.52,8.26,1.86
20,16.52,8.26,1.12
20,16.52,8.26,1.12
20,16.52,8.26,1.24
20,16.52,8.26,0.62
20,16.52,8.26,0.58
20,16.52,8.26,1.43
20,16.52,8.26,1.8
20,16.52,8.26,3.13
20,16.52,8.26,0.43
20,16.52,8.26,0.79
20,16.52,8.26,0.91
20,16.52,8.26,1.19
20,16.52,8.26,1.42
20,16.52,8.26,0.45
20,16.52,8.26,0.54
20,16.52,8.26,2.28
20,16.52,8.26,1.56
20,16.52,8.26,0.7
20,16.52,8.26,0.95
20,16.52,8.26,0.81
20,16.52,8.26,1.09
20,16.52,8.26,5.02
20,16.52,8.26,4.03
20,16.52,8.26,1
20,16.52,8.26,0.92
20,16.52,8.26,0.72
20,16.52,8.26,0.86
20,16.52,8.26,0.96
20,16.52,8.26,1.05
20,16.52,8.26,1.58
20,16.52,8.26,2.66
20,16.52,8.26,0.62
20,16.52,8.26,0.02
20,16.52,8.26,2.25
20,16.52,8.26,2.51
20,16.52,8.26,0.52
20,16.52,8.26,0.29
20,16.52,8.26,0.2
20,16.52,8.26,1.61
20,16.52,8.26,0.75
20,16.52,8.26,0.41
20,16.52,8.26,1.78
20,16.52,8.26,1.92
20,16.52,8.26,0.76
20,16.52,8.26,0.67
20,16.52,8.26,1.28
20,16.52,8.26,1.77
20,16.52,8.26,0.75
20,16.52,8.26,0.72
20,16.52,8.26,5.6
20,16.52,8.26,5.8
20,16.52,8.26,1.6
20,16.52,8.26,2.96
20,16.52,8.26,4.4
20,16.52,8.26,0.19
20,16.52,8.26,1.62
20,16.52,8.26,3.02
20,16.52,8.26,2.14
20,16.52,8.26,1.57
20,16.52,8.26,0.09
20,16.52,8.26,0.7
20,16.52,8.26,3.43
20,16.52,8.26,4.29
20,16.52,8.26,2.57
20,16.52,8.26,1.93
20,16.52,8.26,1.38
20,16.52,8.26,1.08
20,16.52,8.26,0.53
20,16.52,8.26,0.88
20,16.52,8.26,4.74
20,16.52,8.26,2.63
20,16.52,8.26,0.54
20,16.52,8.26,0.95
20,16.52,8.26,2.43
20,16.52,8.26,1.27
20,16.52,8.26,0.49
20,16.52,8.26,1.28
20,16.52,8.26,0.53
20,16.52,8.26,2.59
20,16.52,8.26,1.83
20,16.52,8.26,0.02
20,16.52,8.26,2.1
20,16.52,8.26,2.6
20,16.52,8.26,0.54
20,16.52,8.26,0.92
20,16.52,8.26,1.16
20,16.52,8.26,1.61
20,16.52,8.26,2.92
20,16.52,8.26,2.07
20,16.52,8.26,0.99
20,16.52,8.26,0.33
20,16.52,8.26,1.8
20,16.52,8.26,2.98
20,16.52,8.26,0.72
20,16.52,8.26,5.19
20,16.52,8.26,2.21
20,16.52,8.26,0.54
20,16.52,8.26,1.36
20,16.52,8.26,2.03
20,16.52,8.26,3.34
20,16.52,8.26,0.29
20,16.52,8.26,0.49
20,16.52,8.26,3.07
20,16.52,8.26,1.92
20,16.52,8.26,5.32
20,16.52,8.26,0.71
20,16.52,8.26,0.02
20,16.52,8.26,2.25
20,16.52,8.26,4.58
20,16.52,8.26,0.07
20,16.52,8.26,1.25
20,16.52,8.26,0.53
20,16.52,8.26,2.36
20,16.52,8.26,0.32
